date,ormas_mentioned,sentiment,headline
2022-06-05,Gibas,Negative,gibas tolak anarkisme jawa barat
2024-10-26,Ormas Saja,Neutral,video ormas bang japar dukung rk-suswono ngaku izin anies
2024-07-23,Ormas Saja,Negative,gempar bentrok ormas picu sengketa lahan jakbar
2024-11-03,Ormas Saja,Negative,respons menteri budaya fadli zon ormas cabut label masakan padang
2024-10-29,Ormas Saja,Negative,video viral ormas razia rm padang cirebon harga murah
2024-07-23,Ormas Saja,Neutral,jokowi teken pres izin kelola tambang ormas agama
2024-11-08,Ormas Islam,Neutral,mui-ormas islam bantul razia miras hangat tahi ayam
2024-10-28,Ormas Saja,Negative,heboh anggota ormas ribut bar bal gegara habis bir-ancam pecat polisi
2024-10-29,Ormas Saja,Negative,video viral ormas razia rm padang cirebon harga murah
2024-07-16,Ormas Saja,Neutral,gugat cagub usung ormas tarik mk
2024-07-11,Ormas Saja,Negative,oknum ormas dukung syl lapor polda metro jaya
2024-10-26,Ormas Saja,Neutral,ormas bina prabowo jatim dukung cabup bondowoso bambang-gus baqir
2022-02-10,Ormas Saja,Negative,rebut lahan tambang pasir 5 oknum ormas aman garut
2024-10-13,Ormas Saja,Neutral,pbnu muhammadiyah ormas islam tawar kelola tambang
2025-04-19,Ormas Saja,Negative,video tangkap ketua ormas bikin mobil polisi bakar depok
2024-07-07,Ormas Saja,Negative,ormas sponsor festival kuliner nonhalal solo tarik
2024-10-09,Ormas Saja,Negative,ketua ormas labuhanbatu big boss narkoba-pembakar rumah wartawan tangkap
2024-10-01,Ormas Saja,Neutral,lsm aju gugat ma tolak izin tambang ormas agama
2024-11-03,Ormas Saja,Negative,video cctv detik prajurit tni keroyok anggota ormas jaksel
2024-10-28,Ormas Saja,Negative,video tampang anggota ormas bartender robok
2024-11-02,Ormas Saja,Negative,menteri budaya sesal ormas copot label rm padang cirebon
2024-10-31,Ormas Saja,Neutral,respons plt gubernur sumbar viral ormas copot label rm padang
2024-10-31,Ormas Saja,Neutral,viral aksi ormas cirebon andre rosiade wni jual nasi padang
2022-02-04,Ormas Saja,Negative,banser tolak dinar candy nge-dj blitar
2024-09-28,Ormas Saja,Neutral,rawan matahari pagi ormas muzani harap andil bantu prabowo-gibran
2024-10-29,Ormas Saja,Negative,ormas copot label rm padang cirebon gegara murah ujung mediasi
2024-09-20,Ormas Saja,Neutral,jubir klaim ormas agama dukung danny pomanto pilgub sulsel
2024-09-30,Ormas Saja,Negative,ketua ormas labuhanbatu big boss narkoba tangkap polisi jambi
2024-06-28,Ormas Saja,Neutral,syarat calon independen gugat mk izin cagub usung ormas
2024-06-19,Ormas Saja,Negative,2 ormas bentrok pasar minggu jaksel 1 orang tusuk
2024-06-20,Ormas Saja,Neutral,ormas agama tolak urus tambang menteri esdm bilang
2024-10-26,Ormas Saja,Neutral,video ormas bang japar dukung rk-suswono ngaku izin anies
2024-06-11,Ormas Saja,Neutral,izin tambang ormas senator dpd ri jatim maslahat umat
2024-06-11,Ormas Saja,Neutral,rayu bahlil ormas tolak kado izin tambang
2024-06-12,Ormas Saja,Neutral,jaring gusdurian tolak izin kelola tambang ormas agama
2022-01-18,Ormas Saja,Negative,loh taman instagramable tangsel viral asai ormas
2024-06-11,Ormas Saja,Neutral,podcast takar untung-rugi kado tambang jokowi ormas agama
2024-06-10,Ormas Saja,Neutral,ormas agama tolak kelola tambang jatah
2024-09-14,Ormas Saja,Neutral,stafsus presiden ketua kpk ormas mudah ketemu jokowi
2024-06-12,Ormas Saja,Negative,oknum ormas unjung kafe makassar tangkap
2024-06-10,Ormas Saja,Neutral,bahlil bujuk ormas agama tolak garap tambang
2024-06-10,Ormas Saja,Neutral,bahlil ormas agama tolak kelola tambang nggak maksa
2024-06-09,Ormas Saja,Neutral,ormas agama kelola tambang bahlil politik balas budi
2024-09-21,Ormas Islam,Neutral,majelis ormas islam jabar gelar aksi bela palestina bandung
2024-06-13,Ormas Saja,Negative,unjung kafe makassar oknum ormas tangkap
2024-06-09,Ormas Saja,Neutral,ormas agama tolak kelola tambang jatah negara
2024-06-13,Ormas Saja,Negative,oknum ormas unjung kafe makassar bekuk
2021-11-30,Pemuda Pancasila (PP),Negative,satpol pp pangkas habis bendera ormas jaksel
2024-06-09,Ormas Saja,Neutral,ketua komisi viii dpr dukung ormas agama kelola tambang
2024-06-07,Nahdlatul Ulama (NU),Neutral,ormas kelola tambang penuh syarat
2024-06-09,Ormas Saja,Neutral,respons phdi izin kelola tambang ormas agama
2024-06-08,Ormas Saja,Negative,curhat unjung kafe makassar aniaya oknum ormas boikot produk israel
2024-06-12,Ormas Saja,Neutral,jaring gusdurian tolak izin tambang ormas agama alas
2024-06-12,Ormas Saja,Neutral,ormas tolak kelola tambang habib luthfi harga demokrasi
2024-06-08,Ormas Saja,Negative,heboh oknum anggota ormas geruduk kafe makassar unjung
2024-09-04,Ormas Saja,Negative,ormas keroyok dagang buah jakbar polisi buru laku
2024-06-07,Ormas Saja,Neutral,bahlil klaim prabowo subianto tuju ormas agama kelola tambang
2024-06-13,Pemuda Pancasila (PP),Neutral,respons tum pp muhammadiyah ormas agama kelola tambang
2024-06-09,Ormas Saja,Neutral,nggak ormas agama tuju kado tambang bahlil buka suara
2021-11-28,Ormas Saja,Neutral,corona ancam fji hadir reuni 212
2024-06-08,Ormas Saja,Neutral,menteri jokowi respons ormas agama tolak garap tambang
2024-06-07,Ormas Saja,Neutral,bahlil buka tambang ormas
2024-06-07,Ormas Saja,Neutral,ormas agama nilai kelola tambang bahlil buka suara
2024-09-10,Ormas Saja,Neutral,gibran kunjung warung rusak ormas solo atensi khusus
2024-09-12,Ormas Saja,Neutral,kelakar ketua kpk mudah ormas ketemu presiden banding pimpin kpk
2024-06-10,Ormas Saja,Neutral,tolak dukung ormas agama kelola tambang
2024-06-10,Ormas Saja,Neutral,ormas agama tolak kelola tambang bahlil nggak maksa
2024-08-29,Ormas Saja,Neutral,deret fakta bentrok ormas-debt collector bekas gegara tari mobil
2024-06-05,Ormas Saja,Negative,ormas agama izin tambang jokowi syarat ketat
2024-06-07,Ormas Saja,Neutral,kuak 6 lahan tambang kelola ormas agama
2024-09-06,Ormas Saja,Neutral,polisi ormas keroyok dagang jakbar mabuk setor
2021-11-06,Ormas Saja,Negative,donor darah tetes kasih juta harap
2024-06-06,Ormas Saja,Positive,bahlil buka tambang kelola ormas agama besok
2024-06-04,Ormas Saja,Neutral,ormas agama restu kelola tambang izin
2024-06-04,Ormas Saja,Neutral,golkar izin tambang jokowi dorong mandiri ormas agama
2024-06-07,Ormas Saja,Neutral,ormas agama kelola tambang bahlil konflik
2024-06-05,Ormas Saja,Neutral,jokowi ormas agama izin tambang syarat ketat
2024-06-03,Nahdlatul Ulama (NU),Neutral,respons muhammadiyah - nu jokowi izin ormas kelola tambang
2024-06-03,Ormas Saja,Neutral,suara jokowi izin ormas agama kelola tambang
2024-08-01,Ormas Saja,Neutral,wapres ormas kelola tambang rusak lingkung
2024-09-06,Ormas Saja,Neutral,polres jakbar ultimatum ormas duit aman sikat basmi
2024-06-02,Ormas Saja,Negative,mui apresiasi jokowi izin ormas agama kelola tambang
2024-06-08,Nahdlatul Ulama (NU),Neutral,polisi usut oknum ormas aniaya unjung kafe makassar
2021-10-18,Ormas Saja,Negative,seminar ajak ormas bantu pandemi covid-19
2024-06-05,Muhammadiyah,Neutral,busyro izin ormas kelola tambang muhammadiyah rapat
2024-05-31,Ormas Saja,Neutral,kriteria lahan tambang garap ormas agama
2024-06-03,Ormas Saja,Neutral,ormas agama kelola tambang menteri lhk sayap bisnis
2024-09-06,Ormas Saja,Negative,polisi duga anggota ormas palak dagang kembang foya
2024-09-08,Ormas Saja,Negative,jubir cak imin anies fase takar bikin ormas partai
2024-08-28,Ormas Saja,Negative,kronologi bentrok ormas vs debt collector bekas ujung 2 orang luka
2024-06-03,Ormas Saja,Negative,ormas agama privilege kelola tambang
2024-07-28,Muhammadiyah,Neutral,muhammadiyah janji izin tambang rusa
2024-09-12,Ormas Saja,Neutral,bahlil buka tambang ormas ikn
2024-06-03,Ormas Saja,Neutral,jokowi izin ormas kelola tambang respons tum pbnu
2024-08-29,Ormas Saja,Negative,4 fakta ormas vs debt collector bekas jatuh korban luka
2021-10-18,Ormas Saja,Negative,desa periksa lapor uang bumn konstruksi
2024-05-31,Ormas Saja,Neutral,restu jokowi syarat ormas agama kelola tambang
2024-06-02,Nahdlatul Ulama (NU),Neutral,janji bahlil nu ormas konsesi tambang
2024-09-04,Ormas Saja,Neutral,pks tokoh-ormas sayang imbau running text azan misa paus
2024-08-31,Ormas Saja,Neutral,anies edar formulir rekening daftar ormas-parpol
2024-06-01,Ormas Saja,Neutral,jokowi izin ormas agama kelola tambang airlangga privilege
2024-06-01,Ormas Saja,Neutral,jokowi izin ormas agama kelola tambang airlangga privilege
2024-08-29,Ormas Saja,Neutral,deret fakta bentrok ormas-debt collector bekas gegara tari mobil
2024-07-27,Ormas Saja,Negative,alas jokowi izin ormas agama kelola tambang
2024-02-15,Ormas Saja,Neutral,ormas-ormas hindu indonesia imbau masyarakat hormat proses milu 2024
2024-06-06,Ormas Saja,Neutral,tanggap sahroni syl beda ormas sayap partai
2024-06-03,Ormas Saja,Negative,cari rohman buron bunuh anggota ormas lahat
2021-09-27,Ormas Saja,Neutral,lapor duga bayar bumn kpk
2025-04-19,Ormas Islam,Negative,niat rms undang dj nathalie sidrap ramai protes ormas islam
2024-09-04,Ormas Saja,Negative,10 anggota ormas aman keroyok dagang buah jakbar
2024-05-22,Ormas Saja,Negative,sayang ormas bubar diskusi pj gubernur nggak kenal pgn
2024-05-22,Ormas Saja,Negative,preman ormas pgn intimidasi-bubarkan people s water forum bal
2024-05-23,Ormas Saja,Neutral,profil ormas pgn sepak terjang bal
2024-05-24,Ormas Saja,Neutral,menteri basuki janji tampung aspirasi pwf bubar ormas pgn
2024-05-18,Ormas Saja,Negative,ormas bogor ribut gegara tari paksa motor
2024-07-26,Ormas Saja,Neutral,jokowi paksa ormas kelola tambang minat regulasi
2024-05-24,Ormas Saja,Negative,diskusi people s water forum bubar ormas bal basuki
2024-05-22,Ormas Saja,Negative,komnas ham sorot intimidasi ormas pgn panitia pwf
2024-05-21,Ormas Saja,Negative,acara tanding wwf bal larang ormas menteri pupr buka suara
2021-09-14,Ormas Saja,Neutral,dorong gibran maju pilgub dki
2024-08-15,Ormas Islam,Negative,buntut polemik jilbab 55 ormas islam tuntut presiden copot kepala bpip
2024-05-13,Ormas Saja,Negative,heboh bentrok ormas ciamis 2 motor bakar
2024-08-02,Nahdlatul Ulama (NU),Neutral,wapres ormas kelola tambang rusak lingkung pbnu
2024-08-09,Ormas Saja,Negative,bentrok ormas way kanan orang alami luka bacok
2024-08-05,Nahdlatul Ulama (NU),Negative,kodam oknum tni medan diserang-dibacok geng motor ormas
2024-07-31,Ormas Saja,Negative,viral kafe bogor digeruduk ormas gara-gara gelar event baju pantai
2024-08-01,Ormas Saja,Negative,perkara dress code baju pantai bikin kafe bogor digeruduk ormas
2024-07-20,Ormas Saja,Neutral,anies terima dukung ormas bang japar maju pilgub jakarta
2024-08-13,Ormas Saja,Neutral,azhar dukung jk-aksa mahmud pilgub sulsel sasar ormas agama
2024-08-06,Ormas Saja,Negative,anggota tni medan bacok puluh geng motor ormas medan
2024-07-26,Ormas Saja,Neutral,jokowi paksa ormas aju izin kelola tambang minat regulasi
2021-08-28,Ormas Saja,Neutral,gilir ormas bantu cepat vaksinasi covid-19
2024-07-26,Ormas Saja,Neutral,jokowi izin tambang ormas komplain masjid-ponpes
2024-07-26,Ormas Saja,Neutral,jokowi paksa ormas agama kelola tambang minat regulasi
2024-07-31,Ormas Saja,Negative,kafe bogor operasi digeruduk ormas beach party batal
2024-07-26,Ormas Saja,Neutral,mui ormas agama izin kelola tambang rusak lingkung
2024-07-31,Ormas Saja,Neutral,manajer kafe bogor buka suara event baju pantai protes ormas
2024-07-23,Ormas Saja,Negative,polisi tindak aksi pungli 2 ormas ribut tangsel
2024-07-11,Nahdlatul Ulama (NU),Negative,oknum ormas dukung syl lapor polda metro jaya
2024-07-25,Ormas Saja,Neutral,mui pesan ormas agama izin kelola tambang rusak lingkung
2024-07-29,Ormas Saja,Neutral,jokowi blak-blakan alas izin ormas agama kelola tambang
2024-07-23,Ormas Saja,Negative,ribut 2 ormas tangsel rebut lapak pungli usut polisi
2021-08-28,Ormas Saja,Positive,20 ribu paket sembako warga jakarta dampak covid-19
2024-07-23,Ormas Saja,Neutral,izin ormas agama kelola tambang terbit bahlil menteri esdm
2024-05-10,Ormas Saja,Negative,anggota ormas lahat tewas duel kafe remang
2024-07-20,Ormas Saja,Neutral,anies terima dukung ormas bang japar maju pilgub jakarta
2024-07-23,Ormas Saja,Negative,2 ormas viral serang jakbar gegara sengketa tanah damai
2024-07-23,Ormas Saja,Negative,cerita warga takut 2 ormas bentrok jakbar duga bawa sajam
2024-04-30,Ormas Saja,Neutral,anies rencana bikin partai politik ormas
2024-07-27,Ormas Saja,Negative,anggota ormas ngamuk kadishub batam gegara tangkap nyetor
2024-06-26,Ormas Saja,Neutral,waka komisi vii dpr ormas agama kelola tambang langgar
2024-04-29,Ormas Saja,Neutral,ormas agama lampu hijau kelola tambang bahlil
2024-07-23,Ormas Saja,Negative,2 ormas jakbar serang gegara sengketa tanah 2 orang luka
2024-04-20,Ormas Saja,Negative,bentrok maut ormas bandung nyawa layang
2021-05-20,Ormas Saja,Neutral,sinergi dukung solidaritas tum pan palestina
2024-04-21,Ormas Saja,Negative,nyawa layang sia bentrok ormas bandung
2024-04-20,Ormas Saja,Negative,bentrok maut ormas bandung orang ciduk polisi
2024-04-19,Ormas Saja,Negative,aniaya teman-rusak markas 19 anggota ormas subang ciduk
2024-04-19,Ormas Saja,Negative,2 ormas bentrok bandung 1 orang tewas
2024-04-20,Ormas Saja,Negative,sangka bentrok maut ormas bandung tangkap
2024-07-11,Ormas Saja,Negative,polisi rusa kantor leasing bogor picu tari motor anggota ormas
2024-02-28,Ormas Saja,Neutral,menko had ormas-ormas agama jaga situasi kondusif pasca pilpres
2024-06-13,Nahdlatul Ulama (NU),Negative,oknum ormas unjung kafe makassar bekuk
2024-04-20,Ormas Saja,Negative,bentrok maut ormas bandung orang ciduk
2024-08-05,Nahdlatul Ulama (NU),Negative,anggota geng motor ormas bacok-serang oknum tni medan mabuk
2024-07-18,Ormas Saja,Negative,pria uang parkir setor ketua ormas medan tangkap
2021-05-20,Ormas Saja,Neutral,upaya redam ormas cekal perintah
2024-03-04,Ormas Islam,Neutral,kesiap ormas islam merespon kota global jakarta
2024-06-26,Ormas Saja,Neutral,ormas agama urus tambang waka komisi vii tumpang
2024-07-14,Ormas Saja,Negative,viral pria uang parkir kendara medan setor ketua ormas
2024-06-26,Ormas Saja,Neutral,waka komisi vii dpr ormas agama kelola tambang langgar
2024-06-28,Ormas Saja,Negative,polisi buru pria ngaku ormas uang-ancam rampok rumah warga medan
2024-06-27,Ormas Saja,Negative,pria ngaku ormas uang warga medan ngancam rampok ngasih
2024-04-04,Ormas Saja,Negative,modus ancam demo mahasiswa-ormas peras usaha hibur bekas
2024-06-10,Ormas Saja,Neutral,kado tambang tolak bahlil tindak
2024-06-19,Nahdlatul Ulama (NU),Negative,tusuk picu bentrok ormas pasar minggu jaksel 1 orang tangkap
2024-04-01,Ormas Saja,Negative,polda metro tindak ormas paksa thr
2024-06-20,Ormas Saja,Negative,bentrok 2 ormas pasar minggu jaksel duga picu leceh wanita
2021-05-19,Ormas Saja,Positive,dukung solidaritas palestina
2024-04-02,Ormas Saja,Negative,buntut aksi keroyok ormas pandeglang sweeping kantor kosipa
2024-03-31,Ormas Saja,Negative,wanti-wanti polisi ormas paksa thr lebaran
2024-03-30,Nahdlatul Ulama (NU),Negative,polres bogor tindak oknum ormas paksa thr
2024-03-31,Ormas Saja,Neutral,12 wakil ormas polda jateng apresiasi berantas judi-prostitusi
2024-03-30,Ormas Saja,Negative,polda metro tindak ormas paksa thr lebaran
2024-06-12,Ormas Saja,Neutral,jokowi izin tambang ormas habib luthfi buka suara
2024-06-10,Ormas Saja,Neutral,ribut ormas agama garap tambang bahlil sih
2024-06-14,Muhammadiyah,Neutral,sekjen pan hormat tum muhammadiyah izin ormas agama kelola tambang
2024-06-10,Ormas Saja,Neutral,bahlil jamin paksa ormas agama kukuh tolak izin tambang
2024-06-13,Ormas Saja,Neutral,izin tambang ormas agama perintah perhati
2021-03-15,Ormas Saja,Positive,momen silaturahmi jelang suci ramadhan
2024-06-14,Nahdlatul Ulama (NU),Negative,trik oknum ormas langsung kota aniaya unjung kafe makassar
2024-06-13,Ormas Saja,Negative,anggota ormas boikot israel unjung kafe makassar tangkap
2024-06-13,Nahdlatul Ulama (NU),Negative,tampang oknum ormas unjung kafe ciduk bandara makassar
2024-03-26,Ormas Saja,Negative,viral satpam keroyok anggota ormas tasik 13 orang tangkap
2024-06-08,Ormas Saja,Negative,viral ormas boikot produk israel geruduk kafe makassar unjung
2024-06-08,Ormas Saja,Neutral,bahlil buka ormas agama garap tambang restu prabowo
2024-06-07,Ormas Saja,Neutral,bahlil prabowo tuju ormas agama kelola tambang gerindra
2024-06-10,Ormas Saja,Neutral,tolak dukung ormas agama kelola tambang
2024-06-07,Ormas Saja,Neutral,ormas agama kelola tambang bahlil biar asai usaha gede
2024-06-08,Ormas Saja,Neutral,ormas agama garap lahan tambang bekas anak bakrie group adaro
2024-06-06,Ormas Saja,Neutral,izin tambang ormas agama bahlil ikan badan usaha
2021-03-11,Ormas Saja,Positive,gera isi masjid juta sajadah lindung covid-19
2024-06-07,Ormas Saja,Neutral,luas tambang kelola ormas agama menteri esdm
2024-06-10,Ormas Saja,Neutral,ribut ormas agama garap tambang bahlil sih
2024-06-04,Ormas Saja,Neutral,ormas agama kelola tambang luhut bangun rumah ibadah-sekolah
2024-06-10,Ormas Saja,Neutral,anggota komisi vii khawatir jebak izin tambang ormas agama
2024-06-09,Ormas Saja,Neutral,izin tambang ormas agama anggota komisi vii khawatir jebak
2024-06-05,Ormas Saja,Neutral,jokowi badan usaha ormas izin kelola tambang ormasnya
2024-06-03,Ormas Saja,Neutral,pgi izin kelola tambang ormas agama hilang daya kritis
2024-06-09,Muhammadiyah,Neutral,muhammadiyah kaji izin kelola tambang komentar komisi viii dpr
2024-06-08,Ormas Saja,Neutral,bahlil heran ribut ormas agama garap tambang sih
2024-06-11,Ormas Saja,Neutral,anggota dpr kritik kado tambang ormas bahlil
2024-06-03,Muhammadiyah,Neutral,mui muhammadiyah jokowi izin ormas agama kelola tambang
2021-02-19,Ormas Saja,Positive,webinar seru narasi positif medsos
2024-06-04,Ormas Saja,Neutral,pui jokowi izin ormas kelola tambang maju umat
2024-06-02,Muhammadiyah,Neutral,muhammadiyah ormas kelola tambang gesa
2024-06-02,Ormas Saja,Neutral,menteri lhk ormas kelola tambang sayap organisasi
2024-06-07,Ormas Saja,Neutral,ormas agama tolak kelola tambang bahlil
2024-06-03,Nahdlatul Ulama (NU),Neutral,jokowi restu ormas agama kelola tambang pbnu langkah berani
2024-06-04,Muhammadiyah,Neutral,muhammadiyah jokowi izin ormas kelola tambang godok
2024-06-04,Ormas Saja,Negative,parkir liar jis rp 25 ribu tarik ormas dishub tegur
2024-06-09,Ormas Saja,Neutral,ketua komisi viii dpr dukung ormas agama kelola tambang
2024-05-28,Ormas Saja,Negative,kbh lapor aksi preman ormas pgn bubar pwf polda bal
2024-05-29,Ormas Saja,Negative,polda bal proses lapor aksi preman ormas pgn acara pwf
2024-05-31,Ormas Saja,Negative,tolak mui-ormas club resmi hotman paris makassar tutup
2022-12-31,Front Pembela Islam (FPI),Neutral,fpi larang karang bunga banjir taman apsari
2024-05-22,Ormas Saja,Negative,usir ormas pgn people s water forum ketua mkmk sayang
2024-05-22,Ormas Saja,Negative,utus pbb ketua mkmk usir ormas pgn people s water forum bal
2024-05-23,Ormas Saja,Negative,barbar ormas pgn usir utus pbb-ketua mkmk kecam komnas ham
2024-05-21,Ormas Saja,Negative,ormas pgn intimidasi verbal-fisik bubar diskusi people s water forum
