date,ormas_mentioned,sentiment,headline,headline_cleaned
2025-02-18,Ormas Saja,Neutral,UU Minerba Baru: Ormas Bisa Kelola Tambang di Luar Wilayah Eksisting,uu minerba ormas kelola tambang wilayah eksisting
2025-01-17,Pemuda Pancasila (PP),Negative,Video 5 Tersangka Bentrok Ormas GRIB-PP Digiring ke Polres Bandung,video 5 sangka bentrok ormas grib-pp giring polres bandung
2025-02-13,Ormas Saja,Negative,Kemnaker Ancam Laporkan Ormas yang Ganggu Serapan Tenaga Kerja ke Polisi,kemnaker ancam lapor ormas ganggu serap tenaga kerja polisi
2025-02-13,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,"Ramai Spanduk, Prabowo Ternyata Sudah Mundur dari Ormas GRIB Sejak 2022",ramai spanduk prabowo nyata mundur ormas grib 2022
2025-02-13,Ormas Saja,Neutral,"Video: Ormas Geruduk Festival Kuliner Nonhalal di Solo, Ini Pesan Wali Kota",video ormas geruduk festival kuliner nonhalal solo pesan wali kota
2023-05-18,Ormas Saja,Neutral,"Kala Ormas Bekasi Tolak Perpanjangan Pj Bupati, Ada Apa?",ormas bekas tolak pj bupati
2024-10-27,Ormas Saja,Negative,Polisi Ungkap Pemicu Anggota Ormas Bikin Onar di Bar Kerobokan,polisi picu anggota ormas bikin onar bar robok
2024-10-14,Nahdlatul Ulama (NU),Neutral,"Usai NU dan Muhammadiyah, Ini Ormas yang Ditawari Garap Tambang",nu muhammadiyah ormas tawar garap tambang
2025-02-06,Ormas Saja,Negative,"Heboh Aduan soal Ormas Ancam Pedagang di Pasar Jongke Solo, Ini Faktanya",heboh adu ormas ancam dagang pasar jongke solo fakta
2025-03-24,Ormas Saja,Negative,5 Anggota Ormas Ngamuk-Buang Sampah di Kantor Dinkes Bekasi Ditangkap!,5 anggota ormas ngamuk-buang sampah kantor dinkes bekas tangkap
2024-10-08,Ormas Saja,Positive,"Kunjungi MUI Jakarta, RK Juga Bakal Temui Ormas Agama Lain",kunjung mui jakarta rk temu ormas agama
2025-03-24,Ormas Saja,Negative,Anggota Ormas yang Viral Bikin Ulah di Kantor Dinkes Bekasi Ditangkap,anggota ormas viral bikin ulah kantor dinkes bekas tangkap
2025-03-22,Ormas Saja,Negative,"Ormas Berulah Buang Sampah di Kantor Dinas, Minta Proyek Olah Limbah",ormas ulah buang sampah kantor dinas proyek olah limbah
2025-01-16,Pemuda Pancasila (PP),Negative,"Video Dampak Serangan GRIB ke Markas PP di Bandung: 6 Orang Luka, 2 Mobil Rusak",video dampak serang grib markas pp bandung 6 orang luka 2 mobil rusak
2025-03-25,Ormas Saja,Negative,Video: Viral Pria Ngaku Anggota Ormas Minta THR ke Tukang Cukur di Jaksel,video viral pria ngaku anggota ormas thr tukang cukur jaksel
2025-03-22,Ormas Saja,Negative,3 Fakta Ormas di Bekasi Marah hingga Buang Sampah di Kantor Dinkes,3 fakta ormas bekas marah buang sampah kantor dinkes
2025-03-25,Ormas Saja,Negative,Cak Imin soal Ormas Memaksa Pengusaha: THR kan untuk yang Bekerja,cak imin ormas paksa usaha thr kerja
2023-04-06,Ormas Saja,Positive,Lomba Cerdas Cermat Al-Qur'an Semarakkan Ramadan,lomba cerdas cermat al-qur an semarak ramadan
2025-03-21,Ormas Saja,Negative,Ormas di Bekasi Ngamuk-Nyampah di Dinkes Bermula Minta Kerja Olah Limbah,ormas bekas ngamuk-nyampah dinkes kerja olah limbah
2025-02-15,Ormas Saja,Positive,"Danantara Mau Diluncurkan, Prabowo Minta Semua Presiden RI-Ormas Ikut Awasi",danantara luncur prabowo presiden ri-ormas awas
2024-10-09,Ormas Saja,Positive,"Ormas Pujakesuma Sambangi Istana Negara, Jokowi Beri Pesan Ini",ormas pujakesuma sambang istana negara jokowi pesan
2024-10-01,Ormas Saja,Neutral,"LSM Tolak Izin Tambang Ormas Keagamaan, Ini Alasannya",lsm tolak izin tambang ormas agama alas
2025-03-21,Ormas Saja,Negative,Viral Ormas di Bekasi Ngamuk hingga Buang Sampah di Kantor Dinkes,viral ormas bekas ngamuk buang sampah kantor dinkes
2025-03-25,Ormas Saja,Negative,"Viral Ormas Datangi Pengusaha di Bogor Sambil Marah-marah, Ini Kata Polisi",viral ormas usaha bogor marah polisi
2025-03-17,Ormas Saja,Negative,"Viral Pengusaha di Depok Dapat Surat dari Ormas Minta THR, Polisi Selidiki",viral usaha depok surat ormas thr polisi selidik
2025-01-15,Pemuda Pancasila (PP),Negative,Video: PP Tempuh Jalur Hukum Seusai Markas Diserang Ormas GRIB,video pp tempuh jalur hukum markas serang ormas grib
2025-03-17,Ormas Saja,Negative,Gubernur Jateng Jamin Tak Ada Ormas Minta-minta Jelang Lebaran: Kita Basmi!,gubernur jateng jamin ormas jelang lebaran basmi
2023-03-25,Ormas Islam,Positive,Momen Said Aqil Buka Tadarus Kebangsaan Ormas Islam,momen said aqil buka tadarus bangsa ormas islam
2025-03-20,Ormas Saja,Negative,"Ulah Anggota Ormas Palak Petugas Wi-Fi, Tak Dikasih Malah Mengeroyok",ulah anggota ormas palak tugas wi-fi kasih keroyok
2024-10-16,Ormas Saja,Positive,Pramono-Rano Dapat Dukungan Forkabi dan Ormas Madura Asli,pramono-rano dukung forkabi ormas madura asli
2025-03-19,Ormas Saja,Negative,Polisi Masih Buru 3 Anggota Ormas Penganiaya Petugas WiFi di Depok,polisi buru 3 anggota ormas aniaya tugas wifi depok
2025-01-14,Pemuda Pancasila (PP),Neutral,PPI soal Anies Akan Buat Ormas: Cara Eksis Menuju Pilpres 2029,ppi anies ormas eks tuju pilpres 2029
2025-01-17,Pemuda Pancasila (PP),Negative,Video 5 Tersangka Bentrok Ormas GRIB-PP Digiring ke Polres Bandung,video 5 sangka bentrok ormas grib-pp giring polres bandung
2025-01-15,Pemuda Pancasila (PP),Negative,"Video: Markas Ormas PP di Bandung Diserang, 6 Orang Luka",video markas ormas pp bandung serang 6 orang luka
2025-03-21,Ormas Saja,Negative,Ormas Minta Maaf Usai Ngamuk hingga Nyampah di Kantor Dinkes Bekasi,ormas maaf ngamuk nyampah kantor dinkes bekas
2024-07-23,Ormas Saja,Neutral,Jokowi Teken Aturan Ormas Kelola Tambang,jokowi teken atur ormas kelola tambang
2025-03-21,Ormas Saja,Negative,Duduk Perkara Ormas di Bekasi Mengamuk hingga Nyampah di Kantor Dinkes,duduk perkara ormas bekas amuk nyampah kantor dinkes
2023-03-06,Ormas Saja,Neutral,Elemen Ormas Nasional Dorong Penyelidikan Tragedi Plumpang,elemen ormas nasional dorong lidi tragedi plumpang
2025-01-17,Pemuda Pancasila (PP),Negative,Lima Orang Jadi Tersangka Bentrok Ormas PP dan GRIB di Bandung,orang sangka bentrok ormas pp grib bandung
2025-01-17,Pemuda Pancasila (PP),Neutral,Polisi Telusuri Motif Bentrok Ormas PP dan GRIB Jaya di Bandung,polisi telusur motif bentrok ormas pp grib jaya bandung
2025-01-30,Ormas Saja,Negative,40 Anggota TNI Diperiksa Soal Bentrok dengan Ormas di Deli Serdang,40 anggota tni periksa bentrok ormas deli serdang
2025-03-19,Ormas Saja,Negative,Polisi Minta Pengusaha di Lebak Laporkan Ormas yang Paksa Minta THR,polisi usaha lebak lapor ormas paksa thr
2025-03-21,Ormas Saja,Negative,"Ormas Larang Pendirian Posko Mudik, Menhub Minta Pemda-Polri Turun Tangan",ormas larang posko mudik menhub pemda-polri turun tangan
2025-01-30,Ormas Saja,Neutral,Kodam I/BB Mediasi Prajurit yang Bentrok dengan Ormas di Deli Serdang,kodam i bb mediasi prajurit bentrok ormas deli serdang
2025-01-30,Ormas Saja,Negative,"Kronologi Bentrok TNI-Ormas di Deli Serdang, Berawal 3 Pemuda Geber Motor",kronologi bentrok tni-ormas deli serdang 3 pemuda geber motor
2025-01-15,Ormas Saja,Negative,Video Seteru 2 Ormas di Blora: Berawal dari Penolakan Berujung Kericuhan,video seteru 2 ormas blora tolak ujung ricuh
2025-01-30,Ormas Saja,Negative,"Anggota TNI Bentrok dengan Ormas di Deli Serdang, Warung-Kendaraan Rusak",anggota tni bentrok ormas deli serdang warung-kendaraan rusak
2025-03-21,Ormas Saja,Negative,Kapolda Metro Soal Ormas Halangi Relawan Bikin Posko Mudik: Kita Tindak!,kapolda metro ormas halang rawan bikin posko mudik tindak
2025-03-21,Ormas Saja,Neutral,Video Menhub soal Ormas Larang Dirikan Posko Mudik: Serahkan ke Pemda-Polisi,video menhub ormas larang posko mudik serah pemda-polisi
2022-12-31,Ormas Saja,Neutral,Dorong Kolaborasi Tanpa Eksploitasi di Tubuh LPOI,dorong kolaborasi eksploitasi tubuh lpoi
2025-03-21,Ormas Saja,Negative,Video: Pria Mengaku Anggota Ormas di Cikarang Ngamuk Larang Pendirian Posko Mudik,video pria anggota ormas cikarang ngamuk larang posko mudik
2025-03-20,Ormas Saja,Negative,Sandiaga Uno Respons Ormas Minta Jatah THR ke Pabrik: Sangat Mengganggu!,sandiaga uno respons ormas jatah thr pabrik ganggu
2025-03-19,Ormas Saja,Negative,"Oknum Ormas Palak dan Aniaya Teknisi WiFi di Depok Ditangkap, Ini Tampangnya",oknum ormas palak aniaya teknisi wifi depok tangkap tampang
2025-03-21,Ormas Saja,Negative,"Viral Oknum Ormas Halangi Relawan Bikin Posko Mudik di Bekasi, Polisi Bertindak",viral oknum ormas halang rawan bikin posko mudik bekas polisi tindak
2025-01-15,Ormas Saja,Negative,Video Ricuh Antar Ormas di Blora: 1 Mobil dan 3 Motor Rusak,video ricuh ormas blora 1 mobil 3 motor rusak
2022-12-29,Ormas Saja,Neutral,LPOI Bentuk Lembaga Pengawas Obat dan Makanan,lpoi bentuk lembaga awas obat makan
2025-01-30,Ormas Saja,Negative,"Bentrokan Anggota TNI dengan Ormas di Deli Serdang, Kendaraan-Warung Rusak",bentrok anggota tni ormas deli serdang kendaraan-warung rusak
2025-01-12,Ormas Saja,Neutral,Pesan PKS ke Anies yang Mau Bikin Ormas: Tak Semudah Personal Branding,pesan pks anies bikin ormas mudah personal branding
2025-01-20,Ormas Islam,Neutral,"Caplok Bank Victoria Syariah, BTN Mau Ajak Ormas Islam Ikut Pegang Saham",caplok bank victoria syariah btn ajak ormas islam pegang saham
2025-01-13,Ormas Saja,Neutral,NasDem Doakan Anies yang Ingin Buat Ormas: Supaya Warnanya Terlihat Jelas,nasdem doa anies ormas warna lihat
2025-01-15,Pemuda Pancasila (PP),Negative,"Ricuh Ormas PP Vs GRIB di Blora, Polisi: 12 Orang Luka",ricuh ormas pp vs grib blora polisi 12 orang luka
2025-03-24,Ormas Saja,Negative,Viral Pria Ngaku Anggota Ormas Minta 'THR Ketupat' ke Tukang Cukur di Jaksel,viral pria ngaku anggota ormas thr ketupat tukang cukur jaksel
2025-01-14,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,Video: Ormas Pemuda Pancasila Geruduk Markas GRIB di Blora,video ormas pemuda pancasila geruduk markas grib blora
2025-01-15,Pemuda Pancasila (PP),Neutral,Suasana di Jalan BKR Bandung Usai Markas Ormas PP Diserang GRIB,suasana jalan bkr bandung markas ormas pp serang grib
2025-01-15,Pemuda Pancasila (PP),Negative,"Ormas GRIB Serang Markas PP di Bandung, 2 Mobil dan 1 Motor Dirusak",ormas grib serang markas pp bandung 2 mobil 1 motor rusak
2024-06-07,Ormas Saja,Neutral,Mampukah Ormas Keagamaan Kelola Tambang?,ormas agama kelola tambang
2022-10-01,Ormas Saja,Neutral,Gaya Anies Baswedan Berkemeja Loreng Pemuda Pancasila,gaya anies baswedan kemeja loreng pemuda pancasila
2025-01-15,Ormas Saja,Negative,Video Seteru 2 Ormas di Blora: Berawal dari Penolakan Berujung Kericuhan,video seteru 2 ormas blora tolak ujung ricuh
2024-09-15,Ormas Saja,Negative,"Bentrok Ormas di Sukabumi, 7 Orang Jadi Tersangka",bentrok ormas sukabumi 7 orang sangka
2025-01-20,Ormas Saja,Neutral,"Baleg DPR Bahas Perubahan UU Minerba, Termasuk soal Ormas Agama Urus Tambang",baleg dpr bahas ubah uu minerba masuk ormas agama urus tambang
2025-03-21,Ormas Saja,Negative,Mensos Soal Marak Ormas Minta THR ke Pengusaha: Tidak Boleh Semaunya Sendiri,mensos marak ormas thr usaha
2025-01-13,Ormas Saja,Negative,"Pengunjung Taman Literasi yang Ngonten Harus Izin Ormas, Ini Penjelasan ITJ",unjung taman literasi ngonten izin ormas itj
2024-09-17,Ormas Saja,Neutral,Pintu Pemerintah buat Ormas Keagamaan Garap Tambang Masih Terbuka,pintu perintah ormas agama garap tambang buka
2025-01-15,Pemuda Pancasila (PP),Neutral,Ormas PP dan GRIB yang Sempat Bentrok di Blora Deklarasi Damai,ormas pp grib bentrok blora deklarasi damai
2025-01-11,Ormas Saja,Neutral,Video Anies soal Wacana Bentuk Ormas: Begitu Ada Kabar Diumumkan,video anies wacana bentuk ormas kabar
2025-02-18,Ormas Saja,Neutral,"DPR Sahkan RUU Minerba, Kini Ormas Agama-UMKM Bisa Ikut Kelola Tambang",dpr sahkan ruu minerba ormas agama-umkm kelola tambang
2024-09-10,Ormas Saja,Neutral,HNW Sebut Pentingnya Kolaborasi Partai & Ormas untuk Kebaikan Bangsa,hnw kolaborasi partai ormas bangsa
2022-09-16,Ormas Saja,Neutral,Potret Aksi Save TNI Jelang G 30 S PKI,potret aksi save tni jelang g 30 s pki
2025-01-21,Ormas Saja,Neutral,"Baleg Setuju RUU Minerba Jadi Inisiatif DPR, Atur Ormas-Kampus Olah Tambang",baleg tuju ruu minerba inisiatif dpr atur ormas-kampus olah tambang
2024-12-28,Ormas Saja,Negative,Rincian Dana Pesta Tahun Baru Ormas di Bekasi: Ada buat Dangdutan,rincian dana pesta ormas bekas dangdut
2024-12-29,Pemuda Pancasila (PP),Negative,"Ormas PP Vs GRIB Bentrok gegara Spanduk di Belawan, 1 Orang Dihujam Sajam",ormas pp vs grib bentrok gegara spanduk belawan 1 orang dihujam sajam
2024-12-27,Ormas Saja,Negative,Viral Proposal Ormas di Bekasi Minta Sumbangan Dana Pesta Tahun Baru,viral proposal ormas bekas sumbang dana pesta
2024-12-28,Ormas Saja,Neutral,Ormas di Bekasi Buka Suara Terkait Viral Sumbangan Dana Pesta Tahun Baru,ormas bekas buka suara kait viral sumbang dana pesta
2024-12-23,Ormas Saja,Negative,"Bentrokan Ormas di Ciledug Makan Korban, 1 Orang Luka Tusuk di Perut",bentrok ormas ciledug makan korban 1 orang luka tusuk perut
2024-12-27,Ormas Saja,Negative,Video: Viral Ormas di Bekasi Minta Anggaran Tahun Baru Rp 44 Juta,video viral ormas bekas anggar rp 44 juta
2024-09-07,Ormas Saja,Negative,5 Fakta Anggota Ormas Pengeroyok Pedagang di Jakbar Jadi Tersangka,5 fakta anggota ormas keroyok dagang jakbar sangka
2024-09-06,Ormas Saja,Negative,Kronologi Ormas di Jakbar Mabuk Minta Setoran hingga Keroyok Pedagang,kronologi ormas jakbar mabuk setor keroyok dagang
2024-09-06,Ormas Saja,Negative,2 Anggota Ormas Pengeroyok Pedagang di Jakbar Jadi Tersangka!,2 anggota ormas keroyok dagang jakbar sangka
2022-09-15,Ormas Islam,Neutral,Lembaga Persahabatan Ormas Islam Gelar Mukernas di Jakarta,lembaga sahabat ormas islam gelar mukernas jakarta
2024-09-04,Ormas Saja,Negative,"Ormas Keroyok Pedagang Buah di Jakbar, Polisi Buru Pelaku",ormas keroyok dagang buah jakbar polisi buru laku
2024-09-04,Ormas Saja,Negative,Kondisi Kades Sendang Boyolali yang Diduga Dianiaya Pentolan Ormas,kondisi kades sendang boyolali duga aniaya pentol ormas
2024-08-31,Ormas Saja,Negative,1 Orang Diduga Provokator Diamankan Imbas Bentrok Ormas di Cianjur,1 orang duga provokator aman imbas bentrok ormas cianjur
2024-09-03,Ormas Saja,Negative,"Diduga Dianiaya Pentolan Ormas, Kades Sendang Boyolali Masuk RS",duga aniaya pentol ormas kades sendang boyolali masuk rs
2025-01-30,Ormas Saja,Negative,Bentrok Personel TNI-Ormas di Deli Serdang Berawal 3 Pemuda Geber Motor,bentrok personel tni-ormas deli serdang 3 pemuda geber motor
2024-08-30,Ormas Saja,Negative,"2 Ormas Bentrok di Cianjur, Ada Korban Kena Bacok",2 ormas bentrok cianjur korban kena bacok
2024-08-28,Ormas Saja,Negative,Ormas dan Debt Collector di Cikarang Saling Lapor Buntut Bentrokan,ormas debt collector cikarang lapor buntut bentrok
2024-12-20,Ormas Saja,Neutral,Video: Polri Bakal Libatkan Ormas Amankan Gereja saat Natal,video polri libat ormas aman gereja natal
2024-09-04,Ormas Saja,Negative,"Pedagang Buah Dikeroyok Ormas di Jakbar, Lapak Jualan Diacak-acak",dagang buah keroyok ormas jakbar lapak jual acak
2024-12-26,Ormas Saja,Neutral,BGN Bantah Kabar 'Ormas Dapat Mandat Jalankan Program Makan Bergizi Gratis',bgn bantah kabar ormas mandat jalan program makan gizi gratis
2024-08-28,Ormas Saja,Negative,Bentrokan Ormas Vs Debt Collector di Cikarang Dipicu Penarikan Mobil,bentrok ormas vs debt collector cikarang picu tari mobil
2022-09-14,Ormas Saja,Neutral,Ekspresi Effendi Simbolon Saat Nyatakan Maaf ke TNI,ekspresi effendi simbolon nyata maaf tni
2024-12-10,Pemuda Pancasila (PP),Negative,"Ormas Grib Vs PP Bentrok di Sergai, 1 Orang Terluka-Markas Dibakar",ormas grib vs pp bentrok sergai 1 orang terluka-markas bakar
2024-08-28,Ormas Saja,Negative,"Bentrokan Ormas Vs Debt Collector di Cikarang, 2 Orang Terluka",bentrok ormas vs debt collector cikarang 2 orang luka
2024-09-04,Ormas Saja,Negative,Pedagang di Jakbar Dikeroyok Ormas gara-gara Setoran 'Uang Keamanan',dagang jakbar keroyok ormas gara-gara setor uang aman
2024-12-14,Pemuda Pancasila (PP),Negative,Sumut Sepekan: Ormas Grib Vs PP-Wanita Tewas dengan Pisau Tertancap di Perut,sumut pek ormas grib vs pp-wanita tewas pisau tancap perut
2025-01-13,Ormas Saja,Neutral,Anggota Ormas Minta Maaf Usai Viral Sebut Ngonten di Taman Literasi Harus Izin,anggota ormas maaf viral ngonten taman literasi izin
2024-12-16,Nahdlatul Ulama (NU),Neutral,"Bahlil Pastikan Izin Tambang buat Ormas Sudah Keluar, NU Tinggal Garap!",bahlil izin tambang ormas nu tinggal garap
2024-12-09,Ormas Saja,Neutral,Konflik Guru Ngaji dan Anggota Ormas Garut Berakhir di Meja Hijau,konflik guru ngaji anggota ormas garut meja hijau
2024-12-11,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,Video: Polisi Ungkap Penyebab Bentrok Pemuda Pancasila Vs Grib di Sergai,video polisi bentrok pemuda pancasila vs grib sergai
2024-06-13,Ormas Saja,Neutral,"Ormas Agama Kelola Tambang, Untung atau Buntung?",ormas agama kelola tambang untung buntung
2024-11-22,Ormas Saja,Neutral,"Terima Deklarasi Dukungan dari 18 Ormas, RK Lebih Optimis Menang 1 Putaran",terima deklarasi dukung 18 ormas rk optimis menang 1 putar
2024-08-10,Ormas Saja,Neutral,"Polsek Pondok Aren Kumpulkan Ormas, Ajak Jaga Kondusivitas Jelang Pilkada",polsek pondok aren kumpul ormas ajak jaga kondusivitas jelang pilkada
2022-09-14,Ormas Saja,Negative,"Momen Pemuda Panca Marga Geruduk MKD DPR RI, Ada Apa?",momen pemuda panca marga geruduk mkd dpr ri
2024-09-06,Ormas Saja,Neutral,Ormas Antikorupsi Desak MA Tolak PK Mardani Maming,ormas antikorupsi desak ma tolak pk mardani maming
2024-08-09,Ormas Saja,Negative,Dua Ormas di Way Kanan Bentrok gegara Tambang Batu Bara,ormas way kanan bentrok gegara tambang batu bara
2024-11-19,Ormas Saja,Negative,Pecah Kerusuhan 2 Ormas di Pekanbaru hingga Motif yang Masih Didalami Polisi,pecah rusuh 2 ormas pekanbaru motif polisi
2024-11-19,Ormas Saja,Negative,Polisi Tangkap 15 Pelaku-Ungkap Motif Keributan 2 Ormas di Pekanbaru,polisi tangkap 15 pelaku-ungkap motif ribut 2 ormas pekanbaru
2024-12-27,Ormas Saja,Negative,Video: Viral Ormas di Bekasi Minta Anggaran Tahun Baru Rp 44 Juta,video viral ormas bekas anggar rp 44 juta
2024-11-18,Ormas Saja,Negative,"8 Diduga Pelaku Kerusuhan Antar Ormas di Pekanbaru Ditangkap, Kayu-CCTV Disita",8 duga laku rusuh ormas pekanbaru tangkap kayu-cctv sita
2024-08-01,Ormas Saja,Neutral,"Wapres ke Ormas Pengelola Tambang: Patuhi Aturan, Jangan Rusak Lingkungan",wapres ormas kelola tambang patuh atur rusak lingkung
2024-11-11,Ormas Saja,Neutral,Video Ilham Habibie Ingin Creative Center Diisi Ormas-LSM di Jabar,video ilham habibie creative center isi ormas-lsm jabar
2024-06-07,Ormas Saja,Neutral,Bahlil Siap Dampingi Ormas Agama Kelola Tambang,bahlil damping ormas agama kelola tambang
2024-08-01,Ormas Saja,Neutral,Wanti-wanti Wapres untuk Ormas Agama yang Kelola Tambang,wanti-wanti wapres ormas agama kelola tambang
2024-11-08,Ormas Saja,Neutral,Legislator DKI Minta Pemprov Rutin Bina Ormas Buntut Pengeroyokan Anggota TNI,legislator dki pemprov rutin bina ormas buntut keroyok anggota tni
2022-09-13,Ormas Saja,Neutral,Potret Markas Batalyon 120 Makassar yang Sempat Digerebek Tim Polda Sulsel,potret markas batalyon 120 makassar gerebek tim polda sulsel
2024-07-29,Ormas Saja,Neutral,Bahlil Sebut Prabowo Usul Ormas Non Agama Bisa Kelola Tambang,bahlil prabowo usul ormas non agama kelola tambang
2024-07-29,Ormas Saja,Negative,"Anggota Ormas Ngamuk Depan Kadishub Batam Diamankan, Sampaikan Permintaan Maaf",anggota ormas ngamuk kadishub batam aman maaf
2024-06-01,Ormas Saja,Neutral,Alasan Jokowi Izinkan Ormas Keagamaan Kelola Tambang,alas jokowi izin ormas agama kelola tambang
2024-11-07,Ormas Saja,Negative,Polisi Tangkap Lagi 3 Anggota Ormas Keroyok Prajurit TNI di Jaksel,polisi tangkap 3 anggota ormas keroyok prajurit tni jaksel
2024-07-31,Ormas Saja,Negative,Kafe di Bogor Batalkan Event 'Baju Pantai' Usai Digeruduk Ormas,kafe bogor batal event baju pantai digeruduk ormas
2024-08-01,Ormas Saja,Neutral,Wapres soal Ormas Kelola Tambang: Jangan Sampai Rusak Lingkungan,wapres ormas kelola tambang rusak lingkung
2024-07-26,Ormas Saja,Neutral,Banyak Komplain Jadi Alasan Jokowi Izinkan Ormas Keagamaan Kelola Tambang,komplain alas jokowi izin ormas agama kelola tambang
2024-11-03,Ormas Saja,Negative,Video CCTV: Detik-detik Prajurit TNI Dikeroyok Anggota Ormas di Jaksel,video cctv detik prajurit tni keroyok anggota ormas jaksel
2024-11-15,Ormas Islam,Neutral,"Pemkab Klaten Bakal Tutup Outlet-outlet Miras, Ormas Islam Siap Dukung",pemkab klaten tutup outlet-outlet miras ormas islam dukung
