date,headline,ormas,sentiment,headline_stem
2025-04-10 17:40:00,Eks Ketua Ormas Bersenpi Begal Petani hingga Terima 25 Jahitan di Sergai,Ormas Saja,Negative,eks ketua ormas bersenpi begal tani hingga terima 25 jahit di sergai
2024-08-20 13:10:00,Berharap Maslahat Tambang di Tangan Ormas Agama,Ormas Saja,Positive,harap maslahat tambang di tangan ormas agama
2024-11-01 13:31:00,Relawan Masyarakat Ormas Islam Deklarasi Dukung Pramono di Pilgub Jakarta,Ormas Islam,Positive,rawan masyarakat ormas islam deklarasi dukung pramono di pilgub jakarta
2024-10-28 22:43:00,Video: Tampang Dua Anggota Ormas Pemukul Bartender di Kerobokan,Ormas Saja,Negative,video tampang dua anggota ormas pukul bartender di robok
2025-02-27 20:35:00,"Bos Hotel Teriak soal Ormas Suka Minta Jatah Proyek, Bisa Ratusan Juta",Ormas Saja,Negative,bos hotel teriak soal ormas suka minta jatah proyek bisa ratus juta
2025-03-04 18:53:00,"Soal Ormas di Kawasan Industri, Bos Buruh Minta Pengusaha Lapor Polisi",Ormas Saja,Negative,soal ormas di kawasan industri bos buruh minta usaha lapor polisi
2024-10-27 15:19:00,"Viral, Pria Ngaku Anggota Ormas Bikin Onar di Bar Kerobokan",Ormas Saja,Negative,viral pria ngaku anggota ormas bikin onar di bar robok
2025-01-18 20:24:00,"Video: MKGR Senang Jika Gibran Bergabung, Banyak Pendukungnya",MKGR,Positive,video mkgr senang jika gibran gabung banyak dukung
2025-02-18 13:16:00,"Ormas Agama-UMKM Boleh Gaet Kontraktor Garap Tambang, ESDM: Nggak Haram!",Ormas Saja,Positive,ormas agama-umkm boleh gaet kontraktor garap tambang esdm nggak haram
2024-10-28 14:27:00,Polisi Pamerkan Dua Anggota Ormas Pemukul Bartender di Kerobokan,Ormas Saja,Negative,polisi pamer dua anggota ormas pukul bartender di robok
2024-08-14 15:30:00,Implikasi Konsesi Tambang untuk Ormas Agama,Ormas Saja,Neutral,implikasi konsesi tambang untuk ormas agama
2023-06-12 08:30:00,Kala Hercules Disambut Ratusan Ulama,Ormas Saja,Neutral,kala hercules sambut ratus ulama
2024-10-31 16:08:00,Ormas Bentukan Prabowo Dukung Cabup Lamongan Abdul Ghofur-Firosya Shalati,Ormas Saja,Positive,ormas bentuk prabowo dukung cabup lamongan abdul ghofur-firosya shalati
2025-02-18 21:21:00,Viral Posko Ormas di Jakbar Digerebek Warga gegara Jadi Tempat Minum Miras,Ormas Saja,Negative,viral posko ormas di jakbar gerebek warga gegara jadi tempat minum miras
2025-02-19 08:30:00,Ormas Agama-UMKM Bisa Dapat Ladang Cuan Baru Pasca UU Minerba Disahkan,Ormas Saja,Positive,ormas agama-umkm bisa dapat ladang cuan baru pasca uu minerba sah
2025-02-15 17:44:00,"Viral Ribut 2 Ormas karena Lahan Parkir di Tangerang, Berakhir Damai",Ormas Saja,Neutral,viral ribut 2 ormas karena lahan parkir di tangerang akhir damai
2025-02-19 06:47:00,PGI Sambut Ajakan Prabowo soal Ormas Awasi Danantara: Perkuat Kontrol Publik,Ormas Saja,Positive,pgi sambut aja prabowo soal ormas awas danantara kuat kontrol publik
2025-02-15 15:33:00,Bang Jago Todong Pisau di TK Tangsel Anggota Ormas? Polisi Cari Tahu,Ormas Saja,Negative,bang jago todong pisau di tk tangsel anggota ormas polisi cari tahu
2025-02-18 14:19:00,UU Minerba Baru: Ormas Bisa Kelola Tambang di Luar Wilayah Eksisting,Ormas Saja,Neutral,uu minerba baru ormas bisa kelola tambang di luar wilayah eksisting
2025-01-17 02:13:00,Video 5 Tersangka Bentrok Ormas GRIB-PP Digiring ke Polres Bandung,Pemuda Pancasila (PP),Negative,video 5 sangka bentrok ormas grib-pp giring ke polres bandung
2025-02-13 12:34:00,Kemnaker Ancam Laporkan Ormas yang Ganggu Serapan Tenaga Kerja ke Polisi,Ormas Saja,Negative,kemnaker ancam lapor ormas yang ganggu serap tenaga kerja ke polisi
2025-02-13 08:08:00,"Ramai Spanduk, Prabowo Ternyata Sudah Mundur dari Ormas GRIB Sejak 2022",Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,ramai spanduk prabowo nyata sudah mundur dari ormas grib sejak 2022
2025-02-13 10:48:00,"Video: Ormas Geruduk Festival Kuliner Nonhalal di Solo, Ini Pesan Wali Kota",Ormas Saja,Neutral,video ormas geruduk festival kuliner nonhalal di solo ini pesan wali kota
2023-05-18 12:02:00,"Kala Ormas Bekasi Tolak Perpanjangan Pj Bupati, Ada Apa?",Ormas Saja,Neutral,kala ormas bekas tolak panjang pj bupati ada apa
2024-10-27 15:56:00,Polisi Ungkap Pemicu Anggota Ormas Bikin Onar di Bar Kerobokan,Ormas Saja,Negative,polisi ungkap picu anggota ormas bikin onar di bar robok
2024-10-14 06:30:00,"Usai NU dan Muhammadiyah, Ini Ormas yang Ditawari Garap Tambang",Nahdlatul Ulama (NU),Neutral,usai nu dan muhammadiyah ini ormas yang tawar garap tambang
2025-02-06 15:51:00,"Heboh Aduan soal Ormas Ancam Pedagang di Pasar Jongke Solo, Ini Faktanya",Ormas Saja,Negative,heboh adu soal ormas ancam dagang di pasar jongke solo ini fakta
2025-03-24 12:58:00,5 Anggota Ormas Ngamuk-Buang Sampah di Kantor Dinkes Bekasi Ditangkap!,Ormas Saja,Negative,5 anggota ormas ngamuk-buang sampah di kantor dinkes bekas tangkap
2024-10-08 13:44:00,"Kunjungi MUI Jakarta, RK Juga Bakal Temui Ormas Agama Lain",Ormas Saja,Positive,kunjung mui jakarta rk juga bakal temu ormas agama lain
2025-03-24 19:45:00,Anggota Ormas yang Viral Bikin Ulah di Kantor Dinkes Bekasi Ditangkap,Ormas Saja,Negative,anggota ormas yang viral bikin ulah di kantor dinkes bekas tangkap
2025-03-22 12:01:00,"Ormas Berulah Buang Sampah di Kantor Dinas, Minta Proyek Olah Limbah",Ormas Saja,Negative,ormas ulah buang sampah di kantor dinas minta proyek olah limbah
2025-01-16 08:12:00,"Video Dampak Serangan GRIB ke Markas PP di Bandung: 6 Orang Luka, 2 Mobil Rusak",Pemuda Pancasila (PP),Negative,video dampak serang grib ke markas pp di bandung 6 orang luka 2 mobil rusak
2025-03-25 09:03:00,Video: Viral Pria Ngaku Anggota Ormas Minta THR ke Tukang Cukur di Jaksel,Ormas Saja,Negative,video viral pria ngaku anggota ormas minta thr ke tukang cukur di jaksel
2025-03-22 08:25:00,3 Fakta Ormas di Bekasi Marah hingga Buang Sampah di Kantor Dinkes,Ormas Saja,Negative,3 fakta ormas di bekas marah hingga buang sampah di kantor dinkes
2025-03-25 21:04:00,Cak Imin soal Ormas Memaksa Pengusaha: THR kan untuk yang Bekerja,Ormas Saja,Negative,cak imin soal ormas paksa usaha thr kan untuk yang kerja
2023-04-06 19:40:00,Lomba Cerdas Cermat Al-Qur'an Semarakkan Ramadan,Ormas Saja,Positive,lomba cerdas cermat al-qur an semarak ramadan
2025-03-21 17:31:00,Ormas di Bekasi Ngamuk-Nyampah di Dinkes Bermula Minta Kerja Olah Limbah,Ormas Saja,Negative,ormas di bekas ngamuk-nyampah di dinkes mula minta kerja olah limbah
2025-02-15 14:30:00,"Danantara Mau Diluncurkan, Prabowo Minta Semua Presiden RI-Ormas Ikut Awasi",Ormas Saja,Positive,danantara mau luncur prabowo minta semua presiden ri-ormas ikut awas
2024-10-09 15:33:00,"Ormas Pujakesuma Sambangi Istana Negara, Jokowi Beri Pesan Ini",Ormas Saja,Positive,ormas pujakesuma sambang istana negara jokowi beri pesan ini
2024-10-01 14:36:00,"LSM Tolak Izin Tambang Ormas Keagamaan, Ini Alasannya",Ormas Saja,Neutral,lsm tolak izin tambang ormas agama ini alas
2025-03-21 15:50:00,Viral Ormas di Bekasi Ngamuk hingga Buang Sampah di Kantor Dinkes,Ormas Saja,Negative,viral ormas di bekas ngamuk hingga buang sampah di kantor dinkes
2025-03-25 18:34:00,"Viral Ormas Datangi Pengusaha di Bogor Sambil Marah-marah, Ini Kata Polisi",Ormas Saja,Negative,viral ormas datang usaha di bogor sambil marah ini kata polisi
2025-03-17 20:58:00,"Viral Pengusaha di Depok Dapat Surat dari Ormas Minta THR, Polisi Selidiki",Ormas Saja,Negative,viral usaha di depok dapat surat dari ormas minta thr polisi selidik
2025-01-15 21:36:00,Video: PP Tempuh Jalur Hukum Seusai Markas Diserang Ormas GRIB,Pemuda Pancasila (PP),Negative,video pp tempuh jalur hukum usai markas serang ormas grib
2025-03-17 14:31:00,Gubernur Jateng Jamin Tak Ada Ormas Minta-minta Jelang Lebaran: Kita Basmi!,Ormas Saja,Negative,gubernur jateng jamin tak ada ormas minta jelang lebaran kita basmi
2023-03-25 19:05:00,Momen Said Aqil Buka Tadarus Kebangsaan Ormas Islam,Ormas Islam,Positive,momen said aqil buka tadarus bangsa ormas islam
2025-03-20 04:29:00,"Ulah Anggota Ormas Palak Petugas Wi-Fi, Tak Dikasih Malah Mengeroyok",Ormas Saja,Negative,ulah anggota ormas palak tugas wi-fi tak kasih malah keroyok
2024-10-16 16:12:00,Pramono-Rano Dapat Dukungan Forkabi dan Ormas Madura Asli,Ormas Saja,Positive,pramono-rano dapat dukung forkabi dan ormas madura asli
2025-03-19 16:36:00,Polisi Masih Buru 3 Anggota Ormas Penganiaya Petugas WiFi di Depok,Ormas Saja,Negative,polisi masih buru 3 anggota ormas aniaya tugas wifi di depok
2025-01-14 06:41:00,PPI soal Anies Akan Buat Ormas: Cara Eksis Menuju Pilpres 2029,Pemuda Pancasila (PP),Neutral,ppi soal anies akan buat ormas cara eks tuju pilpres 2029
2025-01-17 04:24:00,Video 5 Tersangka Bentrok Ormas GRIB-PP Digiring ke Polres Bandung,Pemuda Pancasila (PP),Negative,video 5 sangka bentrok ormas grib-pp giring ke polres bandung
2025-01-15 17:04:00,"Video: Markas Ormas PP di Bandung Diserang, 6 Orang Luka",Pemuda Pancasila (PP),Negative,video markas ormas pp di bandung serang 6 orang luka
2025-03-21 18:12:00,Ormas Minta Maaf Usai Ngamuk hingga Nyampah di Kantor Dinkes Bekasi,Ormas Saja,Negative,ormas minta maaf usai ngamuk hingga nyampah di kantor dinkes bekas
2024-07-23 11:21:00,Jokowi Teken Aturan Ormas Kelola Tambang,Ormas Saja,Neutral,jokowi teken atur ormas kelola tambang
2025-03-21 16:38:00,Duduk Perkara Ormas di Bekasi Mengamuk hingga Nyampah di Kantor Dinkes,Ormas Saja,Negative,duduk perkara ormas di bekas amuk hingga nyampah di kantor dinkes
2023-03-06 17:00:00,Elemen Ormas Nasional Dorong Penyelidikan Tragedi Plumpang,Ormas Saja,Neutral,elemen ormas nasional dorong lidi tragedi plumpang
2025-01-17 00:09:00,Lima Orang Jadi Tersangka Bentrok Ormas PP dan GRIB di Bandung,Pemuda Pancasila (PP),Negative,lima orang jadi sangka bentrok ormas pp dan grib di bandung
2025-01-17 08:00:00,Polisi Telusuri Motif Bentrok Ormas PP dan GRIB Jaya di Bandung,Pemuda Pancasila (PP),Neutral,polisi telusur motif bentrok ormas pp dan grib jaya di bandung
2025-01-30 13:30:00,40 Anggota TNI Diperiksa Soal Bentrok dengan Ormas di Deli Serdang,Ormas Saja,Negative,40 anggota tni periksa soal bentrok dengan ormas di deli serdang
2025-03-19 23:12:00,Polisi Minta Pengusaha di Lebak Laporkan Ormas yang Paksa Minta THR,Ormas Saja,Negative,polisi minta usaha di lebak lapor ormas yang paksa minta thr
2025-03-21 11:33:00,"Ormas Larang Pendirian Posko Mudik, Menhub Minta Pemda-Polri Turun Tangan",Ormas Saja,Negative,ormas larang diri posko mudik menhub minta pemda-polri turun tangan
2025-01-30 11:50:00,Kodam I/BB Mediasi Prajurit yang Bentrok dengan Ormas di Deli Serdang,Ormas Saja,Neutral,kodam i bb mediasi prajurit yang bentrok dengan ormas di deli serdang
2025-01-30 10:50:00,"Kronologi Bentrok TNI-Ormas di Deli Serdang, Berawal 3 Pemuda Geber Motor",Ormas Saja,Negative,kronologi bentrok tni-ormas di deli serdang awal 3 pemuda geber motor
2025-01-15 08:36:00,Video Seteru 2 Ormas di Blora: Berawal dari Penolakan Berujung Kericuhan,Ormas Saja,Negative,video seteru 2 ormas di blora awal dari tolak ujung ricuh
2025-01-30 09:32:00,"Anggota TNI Bentrok dengan Ormas di Deli Serdang, Warung-Kendaraan Rusak",Ormas Saja,Negative,anggota tni bentrok dengan ormas di deli serdang warung-kendaraan rusak
2025-03-21 22:38:00,Kapolda Metro Soal Ormas Halangi Relawan Bikin Posko Mudik: Kita Tindak!,Ormas Saja,Negative,kapolda metro soal ormas halang rawan bikin posko mudik kita tindak
2025-03-21 14:41:00,Video Menhub soal Ormas Larang Dirikan Posko Mudik: Serahkan ke Pemda-Polisi,Ormas Saja,Neutral,video menhub soal ormas larang diri posko mudik serah ke pemda-polisi
2022-12-31 18:04:00,Dorong Kolaborasi Tanpa Eksploitasi di Tubuh LPOI,Ormas Saja,Neutral,dorong kolaborasi tanpa eksploitasi di tubuh lpoi
2025-03-21 10:04:00,Video: Pria Mengaku Anggota Ormas di Cikarang Ngamuk Larang Pendirian Posko Mudik,Ormas Saja,Negative,video pria aku anggota ormas di cikarang ngamuk larang diri posko mudik
2025-03-20 14:58:00,Sandiaga Uno Respons Ormas Minta Jatah THR ke Pabrik: Sangat Mengganggu!,Ormas Saja,Negative,sandiaga uno respons ormas minta jatah thr ke pabrik sangat ganggu
2025-03-19 13:51:00,"Oknum Ormas Palak dan Aniaya Teknisi WiFi di Depok Ditangkap, Ini Tampangnya",Ormas Saja,Negative,oknum ormas palak dan aniaya teknisi wifi di depok tangkap ini tampang
2025-03-21 12:43:00,"Viral Oknum Ormas Halangi Relawan Bikin Posko Mudik di Bekasi, Polisi Bertindak",Ormas Saja,Negative,viral oknum ormas halang rawan bikin posko mudik di bekas polisi tindak
2025-01-15 03:49:00,Video Ricuh Antar Ormas di Blora: 1 Mobil dan 3 Motor Rusak,Ormas Saja,Negative,video ricuh antar ormas di blora 1 mobil dan 3 motor rusak
2022-12-29 14:17:00,LPOI Bentuk Lembaga Pengawas Obat dan Makanan,Ormas Saja,Neutral,lpoi bentuk lembaga awas obat dan makan
2025-01-30 10:39:00,"Bentrokan Anggota TNI dengan Ormas di Deli Serdang, Kendaraan-Warung Rusak",Ormas Saja,Negative,bentrok anggota tni dengan ormas di deli serdang kendaraan-warung rusak
2025-01-12 08:15:00,Pesan PKS ke Anies yang Mau Bikin Ormas: Tak Semudah Personal Branding,Ormas Saja,Neutral,pesan pks ke anies yang mau bikin ormas tak mudah personal branding
2025-01-20 19:29:00,"Caplok Bank Victoria Syariah, BTN Mau Ajak Ormas Islam Ikut Pegang Saham",Ormas Islam,Neutral,caplok bank victoria syariah btn mau ajak ormas islam ikut pegang saham
2025-01-13 12:26:00,NasDem Doakan Anies yang Ingin Buat Ormas: Supaya Warnanya Terlihat Jelas,Ormas Saja,Neutral,nasdem doa anies yang ingin buat ormas supaya warna lihat jelas
2025-01-15 13:58:00,"Ricuh Ormas PP Vs GRIB di Blora, Polisi: 12 Orang Luka",Pemuda Pancasila (PP),Negative,ricuh ormas pp vs grib di blora polisi 12 orang luka
2025-03-24 21:41:00,Viral Pria Ngaku Anggota Ormas Minta 'THR Ketupat' ke Tukang Cukur di Jaksel,Ormas Saja,Negative,viral pria ngaku anggota ormas minta thr ketupat ke tukang cukur di jaksel
2025-01-14 08:33:00,Video: Ormas Pemuda Pancasila Geruduk Markas GRIB di Blora,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,video ormas pemuda pancasila geruduk markas grib di blora
2025-01-15 19:34:00,Suasana di Jalan BKR Bandung Usai Markas Ormas PP Diserang GRIB,Pemuda Pancasila (PP),Neutral,suasana di jalan bkr bandung usai markas ormas pp serang grib
2025-01-15 16:37:00,"Ormas GRIB Serang Markas PP di Bandung, 2 Mobil dan 1 Motor Dirusak",Pemuda Pancasila (PP),Negative,ormas grib serang markas pp di bandung 2 mobil dan 1 motor rusak
2024-06-07 15:02:00,Mampukah Ormas Keagamaan Kelola Tambang?,Ormas Saja,Neutral,mampu ormas agama kelola tambang
2022-10-01 14:49:00,Gaya Anies Baswedan Berkemeja Loreng Pemuda Pancasila,Ormas Saja,Neutral,gaya anies baswedan kemeja loreng pemuda pancasila
2025-01-15 09:12:00,Video Seteru 2 Ormas di Blora: Berawal dari Penolakan Berujung Kericuhan,Ormas Saja,Negative,video seteru 2 ormas di blora awal dari tolak ujung ricuh
2024-09-15 21:00:00,"Bentrok Ormas di Sukabumi, 7 Orang Jadi Tersangka",Ormas Saja,Negative,bentrok ormas di sukabumi 7 orang jadi sangka
2025-01-20 12:12:00,"Baleg DPR Bahas Perubahan UU Minerba, Termasuk soal Ormas Agama Urus Tambang",Ormas Saja,Neutral,baleg dpr bahas ubah uu minerba masuk soal ormas agama urus tambang
2025-03-21 14:32:00,Mensos Soal Marak Ormas Minta THR ke Pengusaha: Tidak Boleh Semaunya Sendiri,Ormas Saja,Negative,mensos soal marak ormas minta thr ke usaha tidak boleh mau sendiri
2025-01-13 20:05:00,"Pengunjung Taman Literasi yang Ngonten Harus Izin Ormas, Ini Penjelasan ITJ",Ormas Saja,Negative,unjung taman literasi yang ngonten harus izin ormas ini jelas itj
2024-09-17 21:01:00,Pintu Pemerintah buat Ormas Keagamaan Garap Tambang Masih Terbuka,Ormas Saja,Neutral,pintu perintah buat ormas agama garap tambang masih buka
2025-01-15 18:05:00,Ormas PP dan GRIB yang Sempat Bentrok di Blora Deklarasi Damai,Pemuda Pancasila (PP),Negative,ormas pp dan grib yang sempat bentrok di blora deklarasi damai
2025-01-11 16:36:00,Video Anies soal Wacana Bentuk Ormas: Begitu Ada Kabar Diumumkan,Ormas Saja,Negative,video anies soal wacana bentuk ormas begitu ada kabar umum
2025-02-18 11:25:00,"DPR Sahkan RUU Minerba, Kini Ormas Agama-UMKM Bisa Ikut Kelola Tambang",Ormas Saja,Negative,dpr sahkan ruu minerba kini ormas agama-umkm bisa ikut kelola tambang
2024-09-10 19:53:00,HNW Sebut Pentingnya Kolaborasi Partai & Ormas untuk Kebaikan Bangsa,Ormas Saja,Negative,hnw sebut penting kolaborasi partai ormas untuk baik bangsa
2022-09-16 13:07:00,Potret Aksi Save TNI Jelang G 30 S PKI,Ormas Saja,Negative,potret aksi save tni jelang g 30 s pki
2025-01-21 05:29:00,"Baleg Setuju RUU Minerba Jadi Inisiatif DPR, Atur Ormas-Kampus Olah Tambang",Ormas Saja,Neutral,baleg tuju ruu minerba jadi inisiatif dpr atur ormas-kampus olah tambang
2024-12-28 17:17:00,Rincian Dana Pesta Tahun Baru Ormas di Bekasi: Ada buat Dangdutan,Ormas Saja,Negative,rincian dana pesta tahun baru ormas di bekas ada buat dangdut
2024-12-29 14:00:00,"Ormas PP Vs GRIB Bentrok gegara Spanduk di Belawan, 1 Orang Dihujam Sajam",Pemuda Pancasila (PP),Negative,ormas pp vs grib bentrok gegara spanduk di belawan 1 orang dihujam sajam
2024-12-27 19:10:00,Viral Proposal Ormas di Bekasi Minta Sumbangan Dana Pesta Tahun Baru,Ormas Saja,Negative,viral proposal ormas di bekas minta sumbang dana pesta tahun baru
2024-12-28 17:55:00,Ormas di Bekasi Buka Suara Terkait Viral Sumbangan Dana Pesta Tahun Baru,Ormas Saja,Neutral,ormas di bekas buka suara kait viral sumbang dana pesta tahun baru
2024-12-23 17:00:00,"Bentrokan Ormas di Ciledug Makan Korban, 1 Orang Luka Tusuk di Perut",Ormas Saja,Negative,bentrok ormas di ciledug makan korban 1 orang luka tusuk di perut
2024-12-27 17:32:00,Video: Viral Ormas di Bekasi Minta Anggaran Tahun Baru Rp 44 Juta,Ormas Saja,Negative,video viral ormas di bekas minta anggar tahun baru rp 44 juta
2024-09-07 07:21:00,5 Fakta Anggota Ormas Pengeroyok Pedagang di Jakbar Jadi Tersangka,Ormas Saja,Negative,5 fakta anggota ormas keroyok dagang di jakbar jadi sangka
2024-09-06 15:49:00,Kronologi Ormas di Jakbar Mabuk Minta Setoran hingga Keroyok Pedagang,Ormas Saja,Negative,kronologi ormas di jakbar mabuk minta setor hingga keroyok dagang
2024-09-06 14:47:00,2 Anggota Ormas Pengeroyok Pedagang di Jakbar Jadi Tersangka!,Ormas Saja,Negative,2 anggota ormas keroyok dagang di jakbar jadi sangka
2022-09-15 22:30:00,Lembaga Persahabatan Ormas Islam Gelar Mukernas di Jakarta,Ormas Islam,Neutral,lembaga sahabat ormas islam gelar mukernas di jakarta
2024-09-04 13:33:00,"Ormas Keroyok Pedagang Buah di Jakbar, Polisi Buru Pelaku",Ormas Saja,Negative,ormas keroyok dagang buah di jakbar polisi buru laku
2024-09-04 08:37:00,Kondisi Kades Sendang Boyolali yang Diduga Dianiaya Pentolan Ormas,Ormas Saja,Negative,kondisi kades sendang boyolali yang duga aniaya pentol ormas
2024-08-31 09:08:00,1 Orang Diduga Provokator Diamankan Imbas Bentrok Ormas di Cianjur,Ormas Saja,Negative,1 orang duga provokator aman imbas bentrok ormas di cianjur
2024-09-03 17:04:00,"Diduga Dianiaya Pentolan Ormas, Kades Sendang Boyolali Masuk RS",Ormas Saja,Negative,duga aniaya pentol ormas kades sendang boyolali masuk rs
2025-01-30 11:20:00,Bentrok Personel TNI-Ormas di Deli Serdang Berawal 3 Pemuda Geber Motor,Ormas Saja,Negative,bentrok personel tni-ormas di deli serdang awal 3 pemuda geber motor
2024-08-30 20:45:00,"2 Ormas Bentrok di Cianjur, Ada Korban Kena Bacok",Ormas Saja,Negative,2 ormas bentrok di cianjur ada korban kena bacok
2024-08-28 14:09:00,Ormas dan Debt Collector di Cikarang Saling Lapor Buntut Bentrokan,Ormas Saja,Negative,ormas dan debt collector di cikarang saling lapor buntut bentrok
2024-12-20 13:21:00,Video: Polri Bakal Libatkan Ormas Amankan Gereja saat Natal,Ormas Saja,Neutral,video polri bakal libat ormas aman gereja saat natal
2024-09-04 11:16:00,"Pedagang Buah Dikeroyok Ormas di Jakbar, Lapak Jualan Diacak-acak",Ormas Saja,Negative,dagang buah keroyok ormas di jakbar lapak jual acak
2024-12-26 13:27:00,BGN Bantah Kabar 'Ormas Dapat Mandat Jalankan Program Makan Bergizi Gratis',Ormas Saja,Neutral,bgn bantah kabar ormas dapat mandat jalan program makan gizi gratis
2024-08-28 12:52:00,Bentrokan Ormas Vs Debt Collector di Cikarang Dipicu Penarikan Mobil,Ormas Saja,Negative,bentrok ormas vs debt collector di cikarang picu tari mobil
2022-09-14 16:05:00,Ekspresi Effendi Simbolon Saat Nyatakan Maaf ke TNI,Ormas Saja,Neutral,ekspresi effendi simbolon saat nyata maaf ke tni
